enrolment_no,standards,assessments
8210,CBSE-6|CBSE-7|CBSE-8|CBSE-9,126
8211,CBSE-6|CBSE-7|CBSE-8|CBSE-9,126
8212,CBSE-6|CBSE-7|CBSE-8|CBSE-9,123
8213,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8214,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8215,CBSE-6|CBSE-7|CBSE-8|CBSE-9,124
8216,CBSE-6|CBSE-7|CBSE-8|CBSE-9,121
8219,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8220,CBSE-6|CBSE-7|CBSE-8|CBSE-9,126
8221,CBSE-6|CBSE-7|CBSE-8|CBSE-9,120
8224,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8227,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8228,CBSE-6|CBSE-7|CBSE-8|CBSE-9,125
8229,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8230,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8231,CBSE-6|CBSE-7|CBSE-8|CBSE-9,132
8232,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8233,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8234,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8236,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8237,CBSE-6|CBSE-7,48
8240,CBSE-6|CBSE-7|CBSE-8|CBSE-9,126
8241,CBSE-6|CBSE-7|CBSE-8|CBSE-9,123
8242,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8243,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8244,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8245,CBSE-6|CBSE-7|CBSE-8|CBSE-9,132
8249,CBSE-6|CBSE-7|CBSE-8|CBSE-9,120
8250,CBSE-6|CBSE-7|CBSE-8,112
8252,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8254,CBSE-6|CBSE-7|CBSE-8,100
8255,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8256,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8258,CBSE-6|CBSE-7|CBSE-8|CBSE-9,132
8260,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8262,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8264,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8265,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8266,CBSE-6|CBSE-7|CBSE-8|CBSE-9,111
8267,CBSE-6|CBSE-7|CBSE-8|CBSE-9,119
8268,CBSE-6|CBSE-7|CBSE-8|CBSE-9,125
8270,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8273,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8274,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8275,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8276,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8277,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8278,CBSE-6|CBSE-7|CBSE-8|CBSE-9,115
8279,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8280,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8282,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8283,CBSE-6|CBSE-7|CBSE-8|CBSE-9,90
8284,CBSE-6,42
8286,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8287,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8289,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8290,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8291,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8292,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8293,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8294,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8295,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8296,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8297,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8300,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8301,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8302,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8303,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8304,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8305,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8306,CBSE-6|CBSE-7|CBSE-8|CBSE-9,120
8307,CBSE-6|CBSE-7|CBSE-8|CBSE-9,121
8308,CBSE-6|CBSE-7|CBSE-8|CBSE-9,123
8309,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8310,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8311,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8312,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8313,CBSE-6|CBSE-7|CBSE-8,105
8314,CBSE-6|CBSE-7|CBSE-8|CBSE-9,117
8316,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8317,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8321,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8322,CBSE-5,18
8323,CBSE-6|CBSE-7|CBSE-8|CBSE-9,123
8324,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8325,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8326,CBSE-6|CBSE-7|CBSE-8|CBSE-9,132
8328,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8331,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8332,CBSE-6|CBSE-7|CBSE-8|CBSE-9,122
8333,CBSE-6|CBSE-7|CBSE-8|CBSE-9,132
8334,CBSE-6|CBSE-7|CBSE-8|CBSE-9,126
8335,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8336,CBSE-6|CBSE-7|CBSE-8|CBSE-9,123
8339,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8340,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8341,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8342,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8344,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8346,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8348,CBSE-6,42
8349,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8351,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8354,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8355,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8356,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8357,CBSE-6|CBSE-7|CBSE-8,152
8358,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8359,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8360,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8361,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8363,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8364,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8366,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8367,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8370,CBSE-6|CBSE-7|CBSE-8|CBSE-9,126
8371,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8373,CBSE-6|CBSE-7|CBSE-8|CBSE-9,132
8377,CBSE-6|CBSE-7|CBSE-8|CBSE-9,132
8378,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8381,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8382,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8386,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8387,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8388,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8389,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8390,CBSE-6|CBSE-7|CBSE-8|CBSE-9,125
8391,CBSE-6|CBSE-7|CBSE-8|CBSE-9,131
8392,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8393,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8394,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8397,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8399,CBSE-6|CBSE-7|CBSE-8|CBSE-9,126
8400,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8406,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8408,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8411,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8416,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8417,CBSE-6|CBSE-7|CBSE-8|CBSE-9,132
8422,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8424,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8426,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8427,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8428,CBSE-6|CBSE-7|CBSE-8|CBSE-9,126
8429,CBSE-6|CBSE-7|CBSE-8|CBSE-9,122
8430,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8431,CBSE-6|CBSE-7|CBSE-8,112
8432,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8434,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8436,CBSE-6|CBSE-7|CBSE-8|CBSE-9,118
8437,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8439,CBSE-6|CBSE-7|CBSE-8|CBSE-9,124
8440,CBSE-6|CBSE-7|CBSE-8|CBSE-9,132
8441,CBSE-6|CBSE-7,84
8443,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8445,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8446,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8447,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8450,CBSE-6|CBSE-7|CBSE-8|CBSE-9,122
8453,CBSE-6,42
8454,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8455,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8456,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8457,CBSE-6,39
8464,CBSE-10|CBSE-7|CBSE-8|CBSE-9,129
8477,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
8483,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
8498,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
8501,CBSE-10|CBSE-11|CBSE-8|CBSE-9,120
8504,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
8506,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
8507,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
8509,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
8510,CBSE-10|CBSE-11|CBSE-8|CBSE-9,115
8511,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
8512,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
8513,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
8514,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
8516,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
8519,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
8520,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
8521,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
8524,CBSE-10|CBSE-11|CBSE-8|CBSE-9,120
8525,CBSE-10|CBSE-8|CBSE-9,107
8526,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
8527,CBSE-10|CBSE-11|CBSE-8|CBSE-9,120
8529,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
8530,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
8533,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
8534,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
8535,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
8536,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
8537,CBSE-10|CBSE-11|CBSE-8|CBSE-9,109
8540,CBSE-10|CBSE-11|CBSE-8|CBSE-9,120
8541,CBSE-10|CBSE-11|CBSE-8|CBSE-9,112
8543,CBSE-10|CBSE-11|CBSE-8|CBSE-9,110
8544,CBSE-10|CBSE-11|CBSE-8|CBSE-9,112
8548,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
8549,CBSE-10|CBSE-11|CBSE-12|CBSE-9,83
8554,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
8556,CBSE-10|CBSE-11|CBSE-12|CBSE-9,74
8557,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
8558,CBSE-10|CBSE-11|CBSE-12|CBSE-9,80
8559,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
8560,CBSE-10|CBSE-11|CBSE-12|CBSE-9,81
8561,CBSE-10|CBSE-9,60
8563,CBSE-10|CBSE-11|CBSE-12|CBSE-9,88
8564,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
8565,CBSE-10|CBSE-9,60
8566,CBSE-10|CBSE-11|CBSE-12|CBSE-9,85
8568,CBSE-10|CBSE-11|CBSE-12|CBSE-9,87
8571,CBSE-10|CBSE-9,58
8572,CBSE-10|CBSE-11|CBSE-12|CBSE-9,85
8573,CBSE-10|CBSE-11|CBSE-12|CBSE-9,82
8574,CBSE-10|CBSE-11|CBSE-12|CBSE-9,83
8576,CBSE-10|CBSE-11|CBSE-12|CBSE-9,80
8577,CBSE-10|CBSE-11|CBSE-12|CBSE-9,83
8578,CBSE-10|CBSE-11|CBSE-12|CBSE-9,88
8579,CBSE-10|CBSE-11|CBSE-12|CBSE-9,85
8580,CBSE-10|CBSE-9,60
8582,CBSE-10|CBSE-9,60
8583,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
8585,CBSE-10|CBSE-9,60
8587,CBSE-10|CBSE-11|CBSE-12|CBSE-9,88
8588,CBSE-10|CBSE-9,60
8589,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
8590,CBSE-10|CBSE-11|CBSE-12|CBSE-9,87
8595,CBSE-11|CBSE-12,35
8596,CBSE-11|CBSE-12,35
8597,CBSE-11|CBSE-12,40
8598,CBSE-11|CBSE-12,34
8599,CBSE-11,20
8600,CBSE-11|CBSE-12,34
8638,CBSE-10|CBSE-7|CBSE-8|CBSE-9,131
8643,CBSE-10|CBSE-7|CBSE-8|CBSE-9,114
8647,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
8658,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
8662,CBSE-10|CBSE-7|CBSE-8|CBSE-9,130
8664,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
8667,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
8677,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
8678,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
8741,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
8934,CBSE-10|CBSE-7|CBSE-8|CBSE-9,126
8964,CBSE-6|CBSE-7|CBSE-8|CBSE-9,123
8990,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
8992,CBSE-10|CBSE-9,59
9002,CBSE-10|CBSE-11|CBSE-8|CBSE-9,120
9011,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9015,CBSE-7,42
9016,CBSE-7,36
9018,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
9030,CBSE-5|CBSE-6|CBSE-7,89
9033,CBSE-5|CBSE-6,61
9034,CBSE-5|CBSE-6|CBSE-7|CBSE-8,130
9042,CBSE-5|CBSE-6|CBSE-7|CBSE-8,122
9044,CBSE-5|CBSE-6,60
9046,CBSE-5|CBSE-6|CBSE-7,65
9047,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9048,CBSE-5|CBSE-6|CBSE-7|CBSE-8,135
9055,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
9056,CBSE-11|CBSE-12,30
9058,CBSE-5|CBSE-6|CBSE-7,82
9060,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
9061,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
9067,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
9069,CBSE-10|CBSE-11|CBSE-8|CBSE-9,121
9076,CBSE-10|CBSE-11|CBSE-12|CBSE-9,85
9077,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
9078,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
9079,CBSE-11|CBSE-12,38
9080,CBSE-11|CBSE-12,38
9081,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
9083,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
9085,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
9088,CBSE-5|CBSE-6,48
9090,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
9091,CBSE-11|CBSE-12,38
9093,CBSE-10|CBSE-7|CBSE-8|CBSE-9,122
9095,CBSE-6|CBSE-7|CBSE-8,112
9096,CBSE-5|CBSE-6|CBSE-7,83
9102,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
9104,CBSE-10|CBSE-7|CBSE-8|CBSE-9,123
9106,CBSE-10|CBSE-11|CBSE-12|CBSE-9,84
9109,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
9111,CBSE-10|CBSE-11|CBSE-12|CBSE-9,88
9114,CBSE-11|CBSE-12,35
9117,CBSE-11|CBSE-12,32
9120,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9121,CBSE-10|CBSE-7|CBSE-8|CBSE-9,129
9123,CBSE-11,20
9124,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
9125,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
9126,CBSE-10|CBSE-11|CBSE-12|CBSE-9,86
9128,CBSE-10|CBSE-11|CBSE-12|CBSE-9,85
9129,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
9131,CBSE-10|CBSE-11|CBSE-12|CBSE-9,77
9132,CBSE-11|CBSE-12,37
9133,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9135,CBSE-11|CBSE-12,30
9137,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
9138,CBSE-10|CBSE-11|CBSE-12|CBSE-9,85
9143,CBSE-6|CBSE-7|CBSE-8|CBSE-9,120
9145,CBSE-11|CBSE-12,38
9147,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
9148,CBSE-11,15
9150,CBSE-11|CBSE-12,39
9151,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
9152,CBSE-11|CBSE-12,30
9153,CBSE-6|CBSE-7|CBSE-8,113
9154,CBSE-11|CBSE-12,31
9155,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
9156,CBSE-10|CBSE-7|CBSE-8|CBSE-9,124
9158,CBSE-10|CBSE-7|CBSE-8|CBSE-9,131
9160,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
9163,CBSE-10|CBSE-9,42
9167,CBSE-11|CBSE-12,30
9168,CBSE-11|CBSE-12,30
9174,CBSE-10|CBSE-11|CBSE-12|CBSE-9,85
9177,CBSE-10|CBSE-9,60
9182,CBSE-6|CBSE-7|CBSE-8|CBSE-9,128
9183,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
9184,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
9185,CBSE-10|CBSE-11|CBSE-12|CBSE-9,87
9186,CBSE-9,30
9187,CBSE-11|CBSE-12,35
9188,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9189,CBSE-10|CBSE-8|CBSE-9,107
9191,CBSE-10|CBSE-11|CBSE-8|CBSE-9,116
9192,CBSE-11|CBSE-12,30
9193,CBSE-10|CBSE-11|CBSE-12|CBSE-9,78
9195,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
9196,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
9200,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9201,CBSE-11|CBSE-12,30
9204,CBSE-10|CBSE-9,60
9205,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9209,CBSE-10|CBSE-7|CBSE-8|CBSE-9,120
9212,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9218,CBSE-6|CBSE-7|CBSE-8|CBSE-9,121
9222,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
9228,CBSE-11|CBSE-12,40
9230,CBSE-11|CBSE-12,30
9238,CBSE-10|CBSE-7|CBSE-8|CBSE-9,125
9240,CBSE-11|CBSE-12,29
9241,CBSE-11|CBSE-12,30
9252,CBSE-11|CBSE-12,30
9255,CBSE-11|CBSE-12,40
9262,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
9263,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
9264,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
9265,CBSE-10|CBSE-11|CBSE-8|CBSE-9,117
9267,CBSE-5|CBSE-6|CBSE-7|CBSE-8,113
9269,CBSE-5,19
9273,CBSE-10|CBSE-11|CBSE-8|CBSE-9,120
9275,CBSE-11|CBSE-12,41
9276,CBSE-6|CBSE-7|CBSE-8|CBSE-9,127
9280,CBSE-5|CBSE-6|CBSE-7|CBSE-8,128
9281,CBSE-5,19
9283,CBSE-5,19
9284,CBSE-5|CBSE-6|CBSE-8,78
9287,CBSE-10|CBSE-7|CBSE-8|CBSE-9,128
9289,CBSE-5|CBSE-6,61
9290,CBSE-5|CBSE-6|CBSE-7|CBSE-8,130
9306,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9311,CBSE-5|CBSE-6|CBSE-7|CBSE-8,127
9312,CBSE-6|CBSE-7|CBSE-8|CBSE-9,123
9313,CBSE-5|CBSE-6|CBSE-7|CBSE-8,123
9314,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9320,CBSE-5,19
9325,CBSE-10|CBSE-11|CBSE-8|CBSE-9,120
9328,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9330,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9331,CBSE-5|CBSE-6|CBSE-7|CBSE-8,130
9332,CBSE-5|CBSE-6|CBSE-7|CBSE-8,85
9333,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9334,CBSE-5|CBSE-6|CBSE-7,93
9336,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9338,CBSE-5|CBSE-6|CBSE-7|CBSE-8,130
9339,CBSE-5|CBSE-6|CBSE-7,93
9361,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9365,CBSE-10|CBSE-7|CBSE-8|CBSE-9,118
9375,CBSE-5|CBSE-6,61
9376,CBSE-5|CBSE-6|CBSE-7|CBSE-8,128
9395,CBSE-5|CBSE-6|CBSE-7|CBSE-8,127
9396,CBSE-5|CBSE-6,61
9397,CBSE-7,42
9400,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9405,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9410,CBSE-5|CBSE-6|CBSE-7,89
9414,CBSE-5|CBSE-6|CBSE-7,89
9415,CBSE-5|CBSE-6,54
9418,CBSE-5|CBSE-6|CBSE-7,87
9424,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9428,CBSE-5|CBSE-6|CBSE-7,82
9433,CBSE-5,19
9434,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9435,CBSE-5|CBSE-6|CBSE-7,89
9444,CBSE-10|CBSE-7|CBSE-8|CBSE-9,123
9445,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9448,CBSE-5|CBSE-6|CBSE-7|CBSE-8,130
9456,CBSE-5|CBSE-6|CBSE-7|CBSE-8,122
9460,CBSE-4,17
9461,CBSE-5|CBSE-6|CBSE-7,88
9465,CBSE-5|CBSE-6,61
9467,CBSE-5|CBSE-6,61
9469,CBSE-5|CBSE-6|CBSE-7|CBSE-8,124
9473,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9475,CBSE-5|CBSE-6|CBSE-7,89
9476,CBSE-5|CBSE-6|CBSE-7|CBSE-8,130
9479,CBSE-5|CBSE-6|CBSE-7|CBSE-8,134
9482,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9483,CBSE-4|CBSE-5|CBSE-6|CBSE-7,106
9484,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9487,CBSE-5|CBSE-6|CBSE-7|CBSE-8,130
9490,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9491,CBSE-5|CBSE-6|CBSE-7|CBSE-8,117
9492,CBSE-4|CBSE-5|CBSE-6|CBSE-7,88
9503,CBSE-5|CBSE-6,59
9508,CBSE-11|CBSE-12,37
9512,CBSE-5|CBSE-6|CBSE-7|CBSE-8,128
9515,CBSE-5|CBSE-6|CBSE-7|CBSE-8,130
9518,CBSE-5,19
9519,CBSE-5,19
9520,CBSE-5|CBSE-6|CBSE-7|CBSE-8,115
9521,CBSE-5|CBSE-6|CBSE-7|CBSE-8,130
9522,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9527,CBSE-5|CBSE-6|CBSE-7|CBSE-8,135
9538,CBSE-5|CBSE-6,61
9541,CBSE-5|CBSE-6|CBSE-7|CBSE-8,124
9542,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9543,CBSE-5|CBSE-6|CBSE-7|CBSE-8,124
9545,CBSE-5|CBSE-6|CBSE-7|CBSE-8,127
9546,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9547,CBSE-10|CBSE-11|CBSE-8|CBSE-9,115
9549,CBSE-5|CBSE-6|CBSE-7,89
9559,CBSE-5|CBSE-6|CBSE-7|CBSE-8,124
9560,CBSE-5|CBSE-6|CBSE-7|CBSE-8,124
9561,CBSE-5,19
9563,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9565,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9569,CBSE-5,19
9571,CBSE-5|CBSE-6|CBSE-7,75
9572,CBSE-5|CBSE-6|CBSE-7|CBSE-8,119
9577,CBSE-5|CBSE-6,61
9581,CBSE-5,19
9584,CBSE-5|CBSE-6,59
9586,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9590,CBSE-5|CBSE-6|CBSE-7|CBSE-8,114
9591,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9598,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9599,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9600,CBSE-5,19
9601,CBSE-5|CBSE-6,61
9603,CBSE-5|CBSE-6|CBSE-7,89
9604,CBSE-5,19
9609,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9611,CBSE-5|CBSE-6,61
9614,CBSE-5,19
9615,CBSE-5|CBSE-6|CBSE-7|CBSE-8,124
9616,CBSE-5|CBSE-6|CBSE-7|CBSE-8,110
9617,CBSE-5|CBSE-6|CBSE-7|CBSE-8,112
9621,CBSE-5,19
9624,CBSE-5|CBSE-6|CBSE-7|CBSE-8,105
9626,CBSE-5|CBSE-6|CBSE-7|CBSE-8,131
9628,CBSE-10|CBSE-7|CBSE-8|CBSE-9,127
9630,CBSE-11|CBSE-12,30
9632,CBSE-5|CBSE-6|CBSE-7|CBSE-8,110
9640,CBSE-5|CBSE-6|CBSE-7|CBSE-8,88
9642,CBSE-7|CBSE-8,85
9645,CBSE-5|CBSE-6|CBSE-7|CBSE-8,116
